Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure_Days,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Education_Encoded,Customer_Activity_Level_Encoded,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Preferred_Shopping_Channel_Catalog,Preferred_Shopping_Channel_Deals,Preferred_Shopping_Channel_None,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fish,Product_Preference_Fruits,Product_Preference_Gold,Product_Preference_Meat,Product_Preference_Sweets,Product_Preference_Wines,Income_log,Total_Spending_log,Avg_Spending_Per_Purchase_log,MntWines_log,MntFruits_log,MntMeatProducts_log,MntFishProducts_log,MntSweetProducts_log,MntGoldProds_log,Customer_Age_scaled,Customer_Tenure_Days_scaled,Recency_scaled,Total_Purchases_scaled,Digital_Engagement_scaled,Deal_Dependency_scaled,Income_log_scaled,Total_Spending_log_scaled,Avg_Spending_Per_Purchase_log_scaled,MntWines_log_scaled,MntFruits_log_scaled,MntMeatProducts_log_scaled,MntFishProducts_log_scaled,MntSweetProducts_log_scaled,MntGoldProds_log_scaled,Total_Children_scaled,Family_Size_scaled,Total_Campaign_Acceptance_scaled,NumDealsPurchases_scaled,NumWebPurchases_scaled,NumCatalogPurchases_scaled,NumStorePurchases_scaled,NumWebVisitsMonth_scaled,Education_Encoded_scaled,Customer_Activity_Level_Encoded_scaled
51373.0,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,31,227,1,3,19,4,0,4.75,8,0.25,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.846887486888901,2.995732273553991,1.749199854809259,1.791759469228055,1.791759469228055,1.9459101490553132,0.0,1.0986122886681098,0.6931471805599453,-0.7222222222222222,-0.3735632183908046,-0.76,-0.8461538461538461,-0.25,0.48148148148148157,0.0,-1.1050096505306226,-0.9802720925656272,-1.1222164641568182,-0.14311139292026412,-0.8685062832737553,-1.007628303794069,-0.3877619350384901,-1.451179391371804,0.0,0.0,0.0,-0.5,-0.75,-0.5,-0.6,0.25,0.0,0.5
7500.0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,38,594,0,2,61,6,0,10.166666666666666,10,0.16666666666666666,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8.922791623969637,4.127134385045092,2.412933150162911,1.9459101490553132,2.833213344056216,2.4849066497880004,2.4849066497880004,0.6931471805599453,2.833213344056216,-0.3333333333333333,0.6810344827586207,0.2,-0.6923076923076923,0.25,0.0,-2.944574468496162,-0.6866278235723599,-0.5295200917875578,-1.0709300510135173,0.2244761299230198,-0.6626115125441394,-0.03144440163293923,-0.5308733279587541,-0.22158573742309376,-1.0,-1.0,0.0,-0.5,-0.5,-0.5,-0.4,0.5,-2.0,0.0
63033.0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,55,227,0,1,1102,16,0,68.875,5,0.0625,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.051429542337106,7.005789019253503,4.246707931475263,5.272999558563747,4.127134385045092,6.175867270105761,5.420534999272286,4.727387818712341,3.4339872044851463,0.6111111111111112,-0.3735632183908046,0.66,0.07692307692307693,-1.0,-0.6018518518518519,0.3130245877108779,0.37787150236111294,0.7158259793515886,0.03600299794847313,0.6811734851375101,0.7473224845399347,1.1218034025607897,0.8930366104212158,0.12359411675246054,-1.0,-2.0,0.0,-0.5,-0.25,0.5,0.6,-1.0,0.0,-0.5
59354.0,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,62,227,2,3,310,15,0,20.666666666666668,12,0.2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.991291642487635,5.739792912179234,3.0757749812275277,5.455321115357702,1.0986122886681098,3.9889840465642745,1.3862943611198906,1.791759469228055,2.70805020110221,1.0,-0.3735632183908046,0.08,0.0,0.75,0.1925925925925927,0.220991478603174,-0.09028191437744794,-0.07937349880614086,0.09666194993715657,-0.3877619350384901,-0.0880592281640338,-0.4630290774619893,-0.14311139292026412,-0.2934993113628321,1.0,0.0,0.0,0.5,0.5,-0.25,0.0,0.0,1.0,0.0
17323.0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,27,628,0,2,46,5,0,9.2,9,0.2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9.759848102334518,3.8501476017100584,2.322387720290225,1.3862943611198906,2.70805020110221,2.8903717578961645,1.9459101490553132,0.6931471805599453,1.791759469228055,-0.9444444444444444,0.7787356321839081,-0.22,-0.7692307692307693,0.0,0.1925925925925927,-1.6635701368601348,-0.7890549229015935,-0.5910109556060998,-1.2571159733443953,0.18029903213524281,-0.5077252649352844,-0.24318664449800542,-0.5308733279587541,-0.8199621321402158,-1.0,-1.0,0.0,-0.5,-0.75,-0.5,-0.4,0.5,0.0,0.0
82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,68,583,0,1,1315,26,3,50.57692307692308,10,0.038461538461538464,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11.324195417595107,7.182352111885263,3.9430743452601966,6.914730892718563,3.1354942159291497,4.7535901911063645,4.0943445622221,4.23410650459726,3.828641396489095,1.3333333333333333,0.6494252873563219,-0.52,0.8461538461538461,0.25,-0.7407407407407407,0.7304567165566432,0.4431628682852234,0.5096235069911541,0.5822121458297514,0.33116801477775093,0.2040176343294115,0.6008157204042494,0.7189299498162411,0.3503461201575912,-1.0,-2.0,3.0,-0.5,0.75,1.0,1.4,-0.75,2.0,0.5
41850.0,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,34,553,2,4,96,9,0,10.666666666666666,11,0.3333333333333333,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.641870970494749,4.574710978503383,2.456735772821304,3.9889840465642745,1.791759469228055,2.995732273553991,1.0986122886681098,2.6390573296152584,1.6094379124341003,-0.5555555555555556,0.5632183908045977,0.04,-0.46153846153846156,0.5,0.9629629629629629,-0.31375068749346313,-0.5211182218375319,-0.4997730232875856,-0.39119297747379916,-0.14311139292026412,-0.4674779179008721,-0.576043627965019,0.15594757564090878,-0.9247165705944205,1.0,1.0,0.0,0.5,-0.25,-0.5,-0.4,0.5,0.0,0.0
37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,68,668,0,2,317,13,0,24.384615384615383,11,0.15384615384615385,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,10.539032102959615,5.762051382780177,3.234143296998989,4.442651256490317,1.791759469228055,3.6635616461296463,5.017279836814924,2.5649493574615367,3.367295829986474,1.3333333333333333,0.8936781609195402,-0.58,-0.15384615384615385,0.5,-0.07407407407407397,-0.47113198514542937,-0.08205094194003035,0.028176982228268907,-0.2402564783035804,-0.14311139292026412,-0.21236944249137837,0.9633865066633797,0.1297907130420535,0.08527600666061479,-1.0,-1.0,0.0,0.0,0.0,-0.25,0.2,0.25,0.0,0.5
76995.0,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,65,459,1,3,1782,26,1,68.53846153846153,16,0.07692307692307693,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11.251508751434526,7.48605261786314,4.24188000293064,6.920671504248683,4.394449154672439,6.212606095751519,0.0,2.833213344056216,5.176149732573829,1.1666666666666667,0.29310344827586204,0.84,0.8461538461538461,1.75,-0.5185185185185185,0.6192193788016435,0.5554684502252414,0.7125472551014471,0.5841886058596328,0.7755238700769802,0.7613565869374939,-1.007628303794069,0.2244761299230198,1.1245687712862287,0.0,0.0,1.0,0.0,1.75,0.5,0.8,-0.25,1.0,-0.5
33812.0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,29,604,1,2,133,8,0,16.625,8,0.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10.428600622910189,4.897839799950911,2.8693183486983322,1.6094379124341003,2.8903717578961645,2.995732273553991,3.4339872044851463,3.2188758248682006,3.6888794541139363,-0.8333333333333334,0.7097701149425287,0.74,-0.5384615384615384,-0.25,0.48148148148148157,-0.6401327729639872,-0.4016282321274053,-0.2195815324212884,-1.1828754161455015,0.2446505421182259,-0.4674779179008721,0.3413974350728991,0.36059806427048563,0.27004467885669003,0.0,-1.0,0.0,0.0,-0.5,-0.25,-0.4,0.0,-1.0,-0.5
37040.0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,32,691,0,2,316,12,0,26.333333333333332,12,0.08333333333333333,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.519780686235853,5.75890177387728,3.3081069585961433,4.465908118654584,1.0986122886681098,4.30406509320417,4.248495242049359,3.6635616461296463,3.8918202981106265,-0.6666666666666666,0.9597701149425287,-0.16,-0.23076923076923078,0.75,-0.48148148148148145,-0.5005937345621984,-0.0832156375982886,0.07840689940008336,-0.23251884754703742,-0.3877619350384901,0.03230062532477855,0.6613730907052233,0.5175526480805436,0.3866461083646709,-1.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.5,0.0,0.0
2447.0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,35,540,1,3,1730,43,0,40.23255813953488,1,0.3488372093023256,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.803026643632217,7.456454555176209,3.7192281903806452,0.6931471805599453,0.6931471805599453,7.453561871643373,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.5,0.5258620689655172,-0.14,2.1538461538461537,-2.0,1.0525409130060295,-4.658226805347544,0.5445233658775878,0.3576059678910942,-1.4877282074983278,-0.5308733279587541,1.2353973360249602,-0.7353286906280291,-0.5308733279587541,-1.451179391371804,0.0,0.0,0.0,6.5,-1.0,6.5,-1.0,-1.25,0.0,0.0
58607.0,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,65,554,1,3,972,17,1,57.1764705882353,10,0.17647058823529413,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.978626485018596,6.880384082186005,4.063480987566496,6.7661917146603505,0.0,4.465908118654584,0.0,0.0,2.995732273553991,1.1666666666666667,0.5660919540229885,0.28,0.15384615384615385,0.25,0.05664488017429206,0.20160912866857508,0.3314979397285154,0.5913936024594186,0.5327926968698337,-0.7755238700769802,0.09412409277587154,-1.007628303794069,-0.7755238700769802,-0.12820907096034687,0.0,0.0,1.0,0.5,-0.5,0.25,0.8,0.5,2.0,-0.5
65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,60,170,1,3,544,20,0,27.2,10,0.15,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.087130090388813,6.300785794663244,3.339321977944068,5.953243334287785,0.0,4.634728988229636,3.091042453358316,3.4965075614664802,1.791759469228055,0.8888888888888888,-0.5373563218390804,-0.98,0.38461538461538464,0.25,-0.09629629629629628,0.36765955903963704,0.11716796104740294,0.09960552319054157,0.2623222289699432,-0.7755238700769802,0.15861307218163676,0.20667320090127414,0.4585898858820568,-0.8199621321402158,0.0,0.0,0.0,0.5,0.5,0.0,0.8,-0.5,2.0,0.5
40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,63,469,1,3,444,20,0,22.2,15,0.35,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10.613737640995735,6.09807428216624,3.1441522786722644,5.602118820879701,1.3862943611198906,3.332204510175204,3.6888794541139363,1.9459101490553132,4.605170185988092,1.0555555555555556,0.3218390804597701,0.4,0.38461538461538464,1.5,1.0592592592592591,-0.3568050307583032,0.042207156146486645,-0.03293737175515416,0.14550200553941922,-0.2862227858405282,-0.33894670494896506,0.4415306577412393,-0.08870296647731721,0.796507499634074,0.0,0.0,0.0,2.5,0.75,-0.25,0.0,0.5,0.0,-0.5
18589.0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,45,544,0,1,75,8,0,9.375,9,0.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9.83037908071549,4.330733340286331,2.339399066116762,1.9459101490553132,1.6094379124341003,3.258096538021482,2.772588722239781,2.5649493574615367,2.6390573296152584,0.05555555555555555,0.5373563218390804,0.8,-0.5384615384615384,0.0,0.48148148148148157,-1.555631794399606,-0.6113388507169355,-0.5794582759064119,-1.0709300510135173,-0.20746290290324726,-0.36725569010023346,0.08157014887009044,0.1297907130420535,-0.3331397665950483,-1.0,-2.0,0.0,0.0,-0.5,-0.25,-0.4,0.25,0.0,-0.5
53359.0,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,38,399,2,4,257,14,0,18.357142857142858,12,0.2857142857142857,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.884816680589505,5.552959584921617,2.963061491264442,5.159055299214529,1.6094379124341003,3.4339872044851463,1.3862943611198906,1.9459101490553132,3.7376696182833684,-0.3333333333333333,0.1206896551724138,-0.9,-0.07692307692307693,0.75,0.6878306878306878,0.05804561900153654,-0.15937111617477678,-0.15591905026664,-0.0019066133931049845,-0.20746290290324726,-0.3000660731068272,-0.4630290774619893,-0.08870296647731721,0.29807749263654026,1.0,1.0,0.0,1.0,0.25,-0.25,-0.2,0.25,0.0,0.5
51373.0,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,28,495,1,2,637,27,0,23.59259259259259,28,0.0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10.846887486888901,6.45833828334479,3.202445283472105,1.791759469228055,0.6931471805599453,1.3862943611198906,1.3862943611198906,5.575949103146316,5.8944028342648505,-0.8888888888888888,0.39655172413793105,-0.6,0.9230769230769231,4.75,-0.9629629629629629,0.0,0.17542938498051944,0.0066503492900789355,-1.1222164641568182,-0.5308733279587541,-1.0822775493153898,-0.4630290774619893,1.1925415122367349,1.5372473467585972,0.0,-1.0,0.0,-1.0,5.75,-0.5,-1.0,-1.25,0.0,0.5
38360.0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,25,395,1,3,131,9,0,14.555555555555555,5,0.2222222222222222,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.554796597479278,4.882801922586371,2.7444178452730847,3.6109179126442243,1.0986122886681098,3.7612001156935624,3.044522437723423,3.091042453358316,2.3978952727983707,-1.0555555555555556,0.10919540229885058,-0.46,-0.46153846153846156,-1.0,0.32098765432098764,-0.4470065094007231,-0.407189097306505,-0.30440348155542213,-0.5169767622838456,-0.3877619350384901,-0.17507188995082262,0.18839803133104463,0.3154784929617928,-0.471701526830916,0.0,0.0,0.0,0.0,-0.5,-0.25,-0.2,-0.75,0.0,0.5
84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,220,0,2,1672,26,1,64.3076923076923,8,0.038461538461538464,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.345914106667006,7.422373700986824,4.1791098288498105,6.529418838262226,4.61512051684126,6.687108607866515,3.091042453358316,4.204692619390966,0.0,0.2777777777777778,-0.3936781609195402,0.94,0.8461538461538461,-0.25,-0.7407407407407407,0.7636943002772868,0.5319205875238677,0.6699190160870913,0.4540176206023161,0.853411178716044,0.9426148804695267,0.20667320090127414,0.7085481389060245,-1.849433141188841,-1.0,-1.0,1.0,-0.5,0.5,1.75,1.0,-1.0,2.0,-0.5
10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,39,0,1,30,8,0,3.75,8,0.25,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9.30383071506352,3.4339872044851463,1.55814461804655,2.1972245773362196,1.6094379124341003,2.3978952727983707,1.0986122886681098,1.0986122886681098,1.6094379124341003,-1.0555555555555556,-0.9137931034482759,-0.3,-0.5384615384615384,-0.25,0.48148148148148157,-2.3614444900179987,-0.9429471116559227,-1.110020789569042,-0.9873169549692411,-0.20746290290324726,-0.6958495530356731,-0.576043627965019,-0.3877619350384901,-0.9247165705944205,-1.0,-2.0,0.0,0.0,-0.25,-0.5,-0.4,-0.25,1.0,0.0
38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,51,415,0,2,318,11,0,28.90909090909091,5,0.09090909090909091,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10.561551448966803,5.765191102784844,3.398162477967001,4.727387818712341,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,4.499809670330265,0.3888888888888889,0.16666666666666666,0.14,-0.3076923076923077,-1.0,-0.43771043771043766,-0.436669101783999,-0.08088990310304343,0.1395650570843286,-0.14552373380004507,0.2446505421182259,-0.15770542268316173,0.3890734775391832,0.33116801477775093,0.7359716976857932,-1.0,-1.0,0.0,-0.5,-0.5,0.75,-0.4,-0.75,1.0,0.0
40548.0,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,44,628,1,3,120,9,1,13.333333333333334,7,0.2222222222222222,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10.61026639832702,4.795790545596741,2.662587827025453,4.709530201312334,0.0,1.791759469228055,1.0986122886681098,0.0,1.3862943611198906,0.0,0.7787356321839081,-0.36,-0.46153846153846156,-0.5,0.32098765432098764,-0.3621173089733521,-0.4393650836347412,-0.35997556857747337,-0.1514650189423361,-0.7755238700769802,-0.9273913017065346,-0.576043627965019,-0.7755238700769802,-1.0529256415547674,0.0,0.0,1.0,0.0,-0.5,-0.25,-0.2,-0.25,0.0,0.0
46610.0,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,62,609,2,3,302,17,1,17.764705882352942,10,0.35294117647058826,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.749591843760111,5.713732805509369,2.9319777587286286,4.574710978503383,2.5649493574615367,4.574710978503383,3.5263605246161616,3.1354942159291497,3.784189633918261,1.0,0.7241379310344828,-0.82,0.15384615384615385,0.25,1.076252723311547,-0.14889812517879253,-0.09991869596776684,-0.17702851506259076,-0.19631979589425674,0.1297907130420535,0.1356864032043119,0.3776858598750006,0.33116801477775093,0.32480597280315754,1.0,0.0,1.0,2.0,0.0,-0.25,0.2,0.0,2.0,0.5
