ID,Customer_Age_scaled,Customer_Tenure_Days_scaled,Recency_scaled,Total_Purchases_scaled,Digital_Engagement_scaled,Deal_Dependency_scaled,Income_log_scaled,Total_Spending_log_scaled,Avg_Spending_Per_Purchase_log_scaled,MntWines_log_scaled,MntFruits_log_scaled,MntMeatProducts_log_scaled,MntFishProducts_log_scaled,MntSweetProducts_log_scaled,MntGoldProds_log_scaled,Total_Children_scaled,Family_Size_scaled,Total_Campaign_Acceptance_scaled,NumDealsPurchases_scaled,NumWebPurchases_scaled,NumCatalogPurchases_scaled,NumStorePurchases_scaled,NumWebVisitsMonth_scaled,Education_Encoded_scaled,Customer_Activity_Level_Encoded_scaled,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Preferred_Shopping_Channel_Catalog,Preferred_Shopping_Channel_Deals,Preferred_Shopping_Channel_None,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fish,Product_Preference_Fruits,Product_Preference_Gold,Product_Preference_Meat,Product_Preference_Sweets,Product_Preference_Wines
1994,-0.7222222222222222,-0.3735632183908046,-0.76,-0.8461538461538461,-0.25,0.48148148148148157,0.0,-1.1050096505306226,-0.9802720925656272,-1.1222164641568182,-0.14311139292026412,-0.8685062832737553,-1.007628303794069,-0.3877619350384901,-1.451179391371804,0.0,0.0,0.0,-0.5,-0.75,-0.5,-0.6,0.25,0.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
387,-0.3333333333333333,0.6810344827586207,0.2,-0.6923076923076923,0.25,0.0,-2.944574468496162,-0.6866278235723599,-0.5295200917875578,-1.0709300510135173,0.2244761299230198,-0.6626115125441394,-0.03144440163293923,-0.5308733279587541,-0.22158573742309376,-1.0,-1.0,0.0,-0.5,-0.5,-0.5,-0.4,0.5,-2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2125,0.6111111111111112,-0.3735632183908046,0.66,0.07692307692307693,-1.0,-0.6018518518518519,0.3130245877108779,0.37787150236111294,0.7158259793515886,0.03600299794847313,0.6811734851375101,0.7473224845399347,1.1218034025607897,0.8930366104212158,0.12359411675246054,-1.0,-2.0,0.0,-0.5,-0.25,0.5,0.6,-1.0,0.0,-0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8180,1.0,-0.3735632183908046,0.08,0.0,0.75,0.1925925925925927,0.220991478603174,-0.09028191437744794,-0.07937349880614086,0.09666194993715657,-0.3877619350384901,-0.0880592281640338,-0.4630290774619893,-0.14311139292026412,-0.2934993113628321,1.0,0.0,0.0,0.5,0.5,-0.25,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2569,-0.9444444444444444,0.7787356321839081,-0.22,-0.7692307692307693,0.0,0.1925925925925927,-1.6635701368601348,-0.7890549229015935,-0.5910109556060998,-1.2571159733443953,0.18029903213524281,-0.5077252649352844,-0.24318664449800542,-0.5308733279587541,-0.8199621321402158,-1.0,-1.0,0.0,-0.5,-0.75,-0.5,-0.4,0.5,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2114,1.3333333333333333,0.6494252873563219,-0.52,0.8461538461538461,0.25,-0.7407407407407407,0.7304567165566432,0.4431628682852234,0.5096235069911541,0.5822121458297514,0.33116801477775093,0.2040176343294115,0.6008157204042494,0.7189299498162411,0.3503461201575912,-1.0,-2.0,3.0,-0.5,0.75,1.0,1.4,-0.75,2.0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9736,-0.5555555555555556,0.5632183908045977,0.04,-0.46153846153846156,0.5,0.9629629629629629,-0.31375068749346313,-0.5211182218375319,-0.4997730232875856,-0.39119297747379916,-0.14311139292026412,-0.4674779179008721,-0.576043627965019,0.15594757564090878,-0.9247165705944205,1.0,1.0,0.0,0.5,-0.25,-0.5,-0.4,0.5,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4939,1.3333333333333333,0.8936781609195402,-0.58,-0.15384615384615385,0.5,-0.07407407407407397,-0.47113198514542937,-0.08205094194003035,0.028176982228268907,-0.2402564783035804,-0.14311139292026412,-0.21236944249137837,0.9633865066633797,0.1297907130420535,0.08527600666061479,-1.0,-1.0,0.0,0.0,0.0,-0.25,0.2,0.25,0.0,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
6565,1.1666666666666667,0.29310344827586204,0.84,0.8461538461538461,1.75,-0.5185185185185185,0.6192193788016435,0.5554684502252414,0.7125472551014471,0.5841886058596328,0.7755238700769802,0.7613565869374939,-1.007628303794069,0.2244761299230198,1.1245687712862287,0.0,0.0,1.0,0.0,1.75,0.5,0.8,-0.25,1.0,-0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2278,-0.8333333333333334,0.7097701149425287,0.74,-0.5384615384615384,-0.25,0.48148148148148157,-0.6401327729639872,-0.4016282321274053,-0.2195815324212884,-1.1828754161455015,0.2446505421182259,-0.4674779179008721,0.3413974350728991,0.36059806427048563,0.27004467885669003,0.0,-1.0,0.0,0.0,-0.5,-0.25,-0.4,0.0,-1.0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9360,-0.6666666666666666,0.9597701149425287,-0.16,-0.23076923076923078,0.75,-0.48148148148148145,-0.5005937345621984,-0.0832156375982886,0.07840689940008336,-0.23251884754703742,-0.3877619350384901,0.03230062532477855,0.6613730907052233,0.5175526480805436,0.3866461083646709,-1.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.5,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5376,-0.5,0.5258620689655172,-0.14,2.1538461538461537,-2.0,1.0525409130060295,-4.658226805347544,0.5445233658775878,0.3576059678910942,-1.4877282074983278,-0.5308733279587541,1.2353973360249602,-0.7353286906280291,-0.5308733279587541,-1.451179391371804,0.0,0.0,0.0,6.5,-1.0,6.5,-1.0,-1.25,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1993,1.1666666666666667,0.5660919540229885,0.28,0.15384615384615385,0.25,0.05664488017429206,0.20160912866857508,0.3314979397285154,0.5913936024594186,0.5327926968698337,-0.7755238700769802,0.09412409277587154,-1.007628303794069,-0.7755238700769802,-0.12820907096034687,0.0,0.0,1.0,0.5,-0.5,0.25,0.8,0.5,2.0,-0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4047,0.8888888888888888,-0.5373563218390804,-0.98,0.38461538461538464,0.25,-0.09629629629629628,0.36765955903963704,0.11716796104740294,0.09960552319054157,0.2623222289699432,-0.7755238700769802,0.15861307218163676,0.20667320090127414,0.4585898858820568,-0.8199621321402158,0.0,0.0,0.0,0.5,0.5,0.0,0.8,-0.5,2.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1409,1.0555555555555556,0.3218390804597701,0.4,0.38461538461538464,1.5,1.0592592592592591,-0.3568050307583032,0.042207156146486645,-0.03293737175515416,0.14550200553941922,-0.2862227858405282,-0.33894670494896506,0.4415306577412393,-0.08870296647731721,0.796507499634074,0.0,0.0,0.0,2.5,0.75,-0.25,0.0,0.5,0.0,-0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7892,0.05555555555555555,0.5373563218390804,0.8,-0.5384615384615384,0.0,0.48148148148148157,-1.555631794399606,-0.6113388507169355,-0.5794582759064119,-1.0709300510135173,-0.20746290290324726,-0.36725569010023346,0.08157014887009044,0.1297907130420535,-0.3331397665950483,-1.0,-2.0,0.0,0.0,-0.5,-0.25,-0.4,0.25,0.0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2404,-0.3333333333333333,0.1206896551724138,-0.9,-0.07692307692307693,0.75,0.6878306878306878,0.05804561900153654,-0.15937111617477678,-0.15591905026664,-0.0019066133931049845,-0.20746290290324726,-0.3000660731068272,-0.4630290774619893,-0.08870296647731721,0.29807749263654026,1.0,1.0,0.0,1.0,0.25,-0.25,-0.2,0.25,0.0,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5255,-0.8888888888888888,0.39655172413793105,-0.6,0.9230769230769231,4.75,-0.9629629629629629,0.0,0.17542938498051944,0.0066503492900789355,-1.1222164641568182,-0.5308733279587541,-1.0822775493153898,-0.4630290774619893,1.1925415122367349,1.5372473467585972,0.0,-1.0,0.0,-1.0,5.75,-0.5,-1.0,-1.25,0.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
9422,-1.0555555555555556,0.10919540229885058,-0.46,-0.46153846153846156,-1.0,0.32098765432098764,-0.4470065094007231,-0.407189097306505,-0.30440348155542213,-0.5169767622838456,-0.3877619350384901,-0.17507188995082262,0.18839803133104463,0.3154784929617928,-0.471701526830916,0.0,0.0,0.0,0.0,-0.5,-0.25,-0.2,-0.75,0.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1966,0.2777777777777778,-0.3936781609195402,0.94,0.8461538461538461,-0.25,-0.7407407407407407,0.7636943002772868,0.5319205875238677,0.6699190160870913,0.4540176206023161,0.853411178716044,0.9426148804695267,0.20667320090127414,0.7085481389060245,-1.849433141188841,-1.0,-1.0,1.0,-0.5,0.5,1.75,1.0,-1.0,2.0,-0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6864,-1.0555555555555556,-0.9137931034482759,-0.3,-0.5384615384615384,-0.25,0.48148148148148157,-2.3614444900179987,-0.9429471116559227,-1.110020789569042,-0.9873169549692411,-0.20746290290324726,-0.6958495530356731,-0.576043627965019,-0.3877619350384901,-0.9247165705944205,-1.0,-2.0,0.0,0.0,-0.25,-0.5,-0.4,-0.25,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3033,0.3888888888888889,0.16666666666666666,0.14,-0.3076923076923077,-1.0,-0.43771043771043766,-0.436669101783999,-0.08088990310304343,0.1395650570843286,-0.14552373380004507,0.2446505421182259,-0.15770542268316173,0.3890734775391832,0.33116801477775093,0.7359716976857932,-1.0,-1.0,0.0,-0.5,-0.5,0.75,-0.4,-0.75,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5710,0.0,0.7787356321839081,-0.36,-0.46153846153846156,-0.5,0.32098765432098764,-0.3621173089733521,-0.4393650836347412,-0.35997556857747337,-0.1514650189423361,-0.7755238700769802,-0.9273913017065346,-0.576043627965019,-0.7755238700769802,-1.0529256415547674,0.0,0.0,1.0,0.0,-0.5,-0.25,-0.2,-0.25,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
7373,1.0,0.7241379310344828,-0.82,0.15384615384615385,0.25,1.076252723311547,-0.14889812517879253,-0.09991869596776684,-0.17702851506259076,-0.19631979589425674,0.1297907130420535,0.1356864032043119,0.3776858598750006,0.33116801477775093,0.32480597280315754,1.0,0.0,1.0,2.0,0.0,-0.25,0.2,0.0,2.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8755,1.3333333333333333,0.39655172413793105,-0.9,0.23076923076923078,0.25,-0.6419753086419753,0.4438150209591567,0.40811470778361025,0.6917827428236007,0.3377704213480324,0.4793580006964157,0.7401072261746632,0.8731153335702893,0.7189299498162411,-0.047907629659445665,-1.0,-1.0,0.0,-0.5,-0.25,0.75,0.8,0.25,1.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10738,1.0555555555555556,-0.14942528735632185,0.12,-0.6923076923076923,0.0,0.0,-0.06027236492271772,-0.6635083853900678,-0.49014000856964185,-0.4828234042714047,-0.7755238700769802,-0.4674779179008721,-0.576043627965019,-0.5308733279587541,-1.0529256415547674,1.0,0.0,0.0,-0.5,-0.5,-0.5,-0.4,0.25,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4339,0.0,-0.5057471264367817,-0.24,1.0,-0.5,0.06878306878306886,0.41446965677217096,0.3083662416020595,0.21873380434149284,0.4626472921153385,0.2446505421182259,0.3072675912337357,-1.007628303794069,0.0,0.20950887690840939,0.0,0.0,0.0,1.5,0.25,1.0,1.4,-1.0,2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10755,-0.3333333333333333,-0.16091954022988506,0.54,-0.46153846153846156,0.25,0.9629629629629629,-1.182753666431238,-0.5832399791825652,-0.6044592396335859,-1.0709300510135173,-0.2862227858405282,-0.577371459454412,0.08157014887009044,-0.041572243722302185,0.2252511961698712,0.0,0.0,0.0,0.5,-0.25,-0.25,-0.6,0.25,-1.0,-0.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8595,-0.16666666666666666,-0.6264367816091954,1.0,-0.6153846153846154,-0.75,0.6878306878306878,-0.2927234825231391,-0.6524690412560705,-0.5667208562101296,-0.37909334855171994,-0.7755238700769802,-0.8685062832737553,-0.576043627965019,-0.7755238700769802,-0.9247165705944205,0.0,-1.0,0.0,0.0,-0.75,-0.25,-0.4,-0.25,0.0,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2968,1.5,0.4511494252873563,0.08,0.6923076923076923,1.0,-0.48148148148148145,-0.073998287508014,0.30388881076135155,0.3125073678156832,0.30523280638738176,0.0,0.4252427268901284,0.9885775262689339,0.6052486063887117,0.31159714487129303,-1.0,-2.0,2.0,0.0,0.75,2.0,0.0,0.0,2.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8601,-0.5555555555555556,0.20114942528735633,-0.92,0.46153846153846156,0.75,-0.4126984126984127,0.678020934136566,0.4649857521312886,0.6916228943702513,0.29285172653355124,0.7576488544432298,0.7893920727653069,0.7282924672799496,1.0553957169436532,0.8134907669154694,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.5,0.0,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
503,-0.8333333333333334,0.3390804597701149,0.78,-0.6153846153846154,0.25,0.6878306878306878,-1.4014875747387485,-0.7377145154049668,-0.7091454559795866,-0.840317816859585,-0.5308733279587541,-0.31259167029201684,-0.4630290774619893,-0.7755238700769802,-0.6546718917377307,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.4,0.5,1.0,-0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8430,0.7222222222222222,0.5632183908045977,-0.9,-0.8461538461538461,-1.0,0.48148148148148157,-1.2982371533069936,-1.0533270027820778,-0.8970108754924192,-0.9522631819915691,-0.7755238700769802,-0.8685062832737553,-0.4630290774619893,-0.5308733279587541,-1.0529256415547674,0.0,0.0,0.0,-0.5,-1.0,-0.5,-0.4,-0.25,0.0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
7281,0.6111111111111112,-0.3448275862068966,0.62,-0.46153846153846156,-1.5,-0.32098765432098764,0.0,-0.2783885677603167,-0.07937349880614086,-0.25221117011747224,0.10153914919796193,-0.10989354155354014,-0.4630290774619893,-0.3877619350384901,0.27004467885669003,-1.0,-2.0,0.0,-0.5,-0.75,0.25,-0.2,-1.0,2.0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2139,-0.2777777777777778,-0.2471264367816092,-0.6,-0.5384615384615384,-0.5,1.2037037037037037,-2.944574468496162,-0.9312067425426861,-1.0923804172245828,-1.2571159733443953,-0.5308733279587541,-0.6958495530356731,-0.4630290774619893,-0.3877619350384901,-0.3757191474672522,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.4,-0.25,1.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1371,-0.3333333333333333,-1.0201149425287357,0.46,0.07692307692307693,-1.5,-0.6018518518518519,0.6766814770795286,0.336030669401335,0.6400764302746433,-0.11461769376890923,1.0266508530557896,0.5224722416542271,1.1252646170351268,0.436522943019284,1.1180396247767563,-1.0,-2.0,0.0,-0.5,-0.5,0.5,0.8,-1.25,0.0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
9909,-1.4444444444444444,0.6925287356321839,-0.5,-0.38461538461538464,0.75,0.7703703703703704,-2.944574468496162,-0.43330280744213806,-0.4159150433017064,-1.2571159733443953,0.2637338989659208,-0.577371459454412,0.08157014887009044,0.33116801477775093,0.40963152180849455,-1.0,-1.0,1.0,0.5,-0.25,-0.25,-0.4,0.75,-1.0,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7286,0.1111111111111111,0.12931034482758622,0.86,-0.7692307692307693,0.75,0.1925925925925927,-0.3182183833906313,-0.7242661036901205,-0.4806417257539197,-0.840317816859585,-0.08870296647731721,-0.5527179709905995,-0.4630290774619893,-0.14311139292026412,-0.3331397665950483,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.6,1.0,0.0,-0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
7244,1.0555555555555556,-0.5086206896551724,0.94,-0.38461538461538464,-0.25,0.7703703703703704,0.0,-0.42733831417224394,-0.40570257790789155,-0.4235196603747745,-0.14311139292026412,-0.12517543890733063,-0.24318664449800542,0.07082795084356677,-0.6546718917377307,2.0,1.0,0.0,0.5,-0.5,-0.25,-0.2,0.0,0.0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6566,0.8888888888888888,0.6954022988505747,-0.2,1.0,1.0,0.8941798941798944,0.528218028753271,0.44428514703981,0.462327359755758,0.5166941841507227,0.6122380649615098,0.5892462685916802,0.5369709225380106,0.5175526480805436,0.2554981117643361,1.0,1.0,0.0,3.5,0.25,0.0,1.4,0.5,2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8614,0.7222222222222222,-0.8850574712643678,-0.4,0.15384615384615385,-0.75,-0.6230936819172113,0.37145003269787585,0.09117007676056434,0.16001722556966655,0.11330057322403712,0.28183818133320476,0.23560557943114058,0.4213803280400368,0.7137772141594719,-0.2934993113628321,0.0,-1.0,0.0,-0.5,0.0,0.0,1.0,-1.0,0.0,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4114,0.3333333333333333,0.9511494252873564,-0.94,1.0769230769230769,0.0,-0.7637292464878672,0.6613282241800316,0.5365334194685125,0.6052916244607657,0.43707997190347814,0.5083844410841468,0.932479192668824,0.30141258183407427,1.0330105949158508,0.15951573240067232,-1.0,-1.0,0.0,-0.5,0.5,1.75,1.6,-0.75,1.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1331,-0.3888888888888889,0.5373563218390804,0.1,-0.6153846153846154,0.0,0.6878306878306878,-0.5531296442264743,-0.6262317586662209,-0.5223183684030078,-0.864973770899795,-0.08870296647731721,-0.448840246502505,0.3413974350728991,-0.5308733279587541,-1.0529256415547674,0.0,-1.0,0.0,0.0,-0.5,-0.5,-0.4,0.25,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2225,-0.3888888888888889,-0.9597701149425287,0.1,0.46153846153846156,-1.0,-0.6878306878306878,0.7264222224491218,0.5195593751608556,0.7905293639073061,0.3565192195306826,0.9171797717641137,0.7992234073913516,0.9786941043220889,0.5352041322794227,1.304283837344046,-1.0,-2.0,3.0,-0.5,0.0,1.75,0.4,-1.25,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9381,-0.4444444444444444,0.07471264367816093,0.16,0.6153846153846154,-0.5,0.7954911433172305,0.3920392405303356,0.15701030464601395,0.07876688676654087,0.21002609387838853,0.03718763921497886,0.23256176660337322,0.0,0.36059806427048563,0.8512687935805415,1.0,1.0,0.0,2.5,0.0,0.0,1.0,-0.75,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6260,0.8333333333333334,0.6637931034482759,0.12,0.9230769230769231,-1.25,-0.7489711934156378,0.7227486253658532,0.5900905376301769,0.7500028326615861,0.5748629827763788,0.6190917972785056,0.7071633685923571,1.0345768300636031,0.9171797717641137,1.1683063035481107,-1.0,-1.0,2.0,-0.5,-0.25,2.0,1.6,-1.25,1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
10383,0.2222222222222222,0.27873563218390807,-0.38,0.46153846153846156,-0.25,-0.6878306878306878,0.4797226980847771,0.3748417948426076,0.5287172905132695,0.1748599401779516,0.48930108423645197,0.7489075344853028,0.8796087921797341,0.9171797717641137,0.28423203449009354,-1.0,-2.0,1.0,-0.5,0.25,0.75,1.0,-0.75,0.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7437,-1.0,-0.8448275862068966,-0.36,-0.6923076923076923,-1.25,0.0,-0.9321602947291424,-0.9550724787901951,-0.9705004685705578,-0.840317816859585,-0.7755238700769802,-0.7725050540976793,-0.576043627965019,-0.5308733279587541,-0.8199621321402158,0.0,-1.0,0.0,-0.5,-0.75,-0.5,-0.2,-0.75,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8557,-0.6666666666666666,0.0603448275862069,0.16,-0.6153846153846154,-0.25,0.6878306878306878,0.0,-0.7890549229015935,-0.793391613255783,-0.8916042300028858,-0.2862227858405282,-0.41408934665237235,-0.576043627965019,-0.3877619350384901,-0.731393516412085,0.0,-1.0,0.0,0.0,-0.5,-0.5,-0.4,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
8375,0.1111111111111111,-0.6839080459770115,0.28,0.3076923076923077,1.5,-0.050682261208576995,0.13071727118852317,0.09909189133729565,0.10112479932959265,0.31274335391007707,-0.7755238700769802,-0.3255419439953788,-1.007628303794069,-0.7755238700769802,0.32480597280315754,0.0,0.0,0.0,0.5,1.0,0.0,0.2,0.25,2.0,-0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6853,-0.6666666666666666,0.011494252873563218,-0.74,0.46153846153846156,-1.25,-0.6878306878306878,0.594816960223117,0.47620424515639387,0.7119388402856145,0.46734656694326626,0.38776193503849,0.7908121356971768,0.6613730907052233,0.15594757564090878,0.6754358957375127,-1.0,-2.0,3.0,-0.5,-0.25,1.0,1.2,-1.25,1.0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
